_Ac_X2O ; Ac2O ; Ac ; 1 ; 2 ; 1 ; 0.34240103 ; 0.34240152 ; -0.68426557 
_Ac_X2O3 ; Ac2O3 ; Ac ; 3 ; 4 ; 6 ; 1.81307671 ; 1.81307683 ; 1.81307685 ; 1.81307676 ; -1.20863977 ; -1.20863977 ; -1.20863978 ; -1.20863976 ; -1.20863975 ; -1.20863975 
_Ac_X2O5 ; Ac2O5 ; Ac ; 5 ; 4 ; 10 ; 2.21665097 ; 2.21665113 ; 2.21665112 ; 2.21665105 ; -0.68575803 ; -0.68575803 ; -0.68575804 ; -0.68575798 ; -1.02098503 ; -1.02098503 ; -1.02098506 ; -1.02098499 ; -1.02098497 ; -1.02098501 
_Ac_XO ; AcO ; Ac ; 2 ; 1 ; 1 ; 1.02623765 ; -1.02564422 
_Ac_XO2 ; AcO2 ; Ac ; 4 ; 1 ; 2 ; 2.18249409 ; -1.09150186 ; -1.09150194 
_Ac_XO3 ; AcO3 ; Ac ; 6 ; 1 ; 3 ; 3.05086708 ; -1.01759475 ; -1.01759284 ; -1.01759596 
_Ag_X2O ; Ag2O ; Ag ; 1 ; 2 ; 1 ; 0.52012617 ; 0.52012574 ; -1.04104932 
_Ag_X2O3 ; Ag2O3 ; Ag ; 3 ; 4 ; 6 ; 1.57636510 ; 1.57636431 ; 1.57636611 ; 1.57636448 ; -1.05269006 ; -1.05268959 ; -1.05268409 ; -1.05268963 ; -1.05266277 ; -1.05268775 
_Ag_X2O5 ; Ag2O5 ; Ag ; 5 ; 4 ; 10 ; 1.50959304 ; 1.50959303 ; 1.50959303 ; 1.50959306 ; -0.44237626 ; -0.44237629 ; -0.44237622 ; -0.44237638 ; -0.71375862 ; -0.71375858 ; -0.71375862 ; -0.71375849 ; -0.71375841 ; -0.71375912 
_Ag_XO ; AgO ; Ag ; 2 ; 1 ; 1 ; 1.25135874 ; -1.25260724 
_Ag_XO2 ; AgO2 ; Ag ; 4 ; 1 ; 2 ; 1.85534816 ; -0.92846992 ; -0.92847002 
_Ag_XO3 ; AgO3 ; Ag ; 6 ; 1 ; 3 ; 2.05252731 ; -0.68584639 ; -0.68584641 ; -0.68584658 
_Al_X2O ; Al2O ; Al ; 1 ; 2 ; 1 ; 0.47145700 ; 0.46994372 ; -0.93957689 
_Al_X2O3 ; Al2O3 ; Al ; 3 ; 4 ; 6 ; 2.13284871 ; 2.13280815 ; 2.13280810 ; 2.13280806 ; -1.42133908 ; -1.42131919 ; -1.42128163 ; -1.42134022 ; -1.42134120 ; -1.42133480 
_Al_X2O5 ; Al2O5 ; Al ; 5 ; 4 ; 10 ; 2.18299069 ; 2.18295292 ; 2.18295301 ; 2.18295300 ; -0.56077902 ; -0.56077839 ; -0.56077940 ; -0.56077509 ; -1.08641044 ; -1.08632780 ; -1.08640016 ; -1.08641215 ; -1.08641117 ; -1.08640538 
_Al_XO ; AlO ; Al ; 2 ; 1 ; 1 ; 1.30138344 ; -1.30110144 
_Al_XO2 ; AlO2 ; Al ; 4 ; 1 ; 2 ; 2.37552604 ; -1.18600933 ; -1.18601129 
_Al_XO3 ; AlO3 ; Al ; 6 ; 1 ; 3 ; 2.13024260 ; -0.70982030 ; -0.70979796 ; -0.70982104 
_Am_X2O ; Am2O ; Am ; 1 ; 2 ; 1 ; 0.52393003 ; 0.52394741 ; -1.04922378 
_Am_X2O3 ; Am2O3 ; Am ; 3 ; 4 ; 6 ; 2.43717466 ; 2.43717466 ; 2.43717467 ; 2.43717472 ; -1.62456056 ; -1.62456057 ; -1.62456058 ; -1.62456062 ; -1.62456063 ; -1.62456068 
_Am_X2O5 ; Am2O5 ; Am ; 5 ; 4 ; 10 ; 3.01909927 ; 3.01909929 ; 3.01909930 ; 3.01909927 ; -1.11893785 ; -1.11893787 ; -1.11893782 ; -1.11893798 ; -1.26843742 ; -1.26843742 ; -1.26843740 ; -1.26843743 ; -1.26843745 ; -1.26843772 
_Am_XO ; AmO ; Am ; 2 ; 1 ; 1 ; 1.59765041 ; -1.59778892 
_Am_XO2 ; AmO2 ; Am ; 4 ; 1 ; 2 ; 2.93896623 ; -1.46932052 ; -1.46932066 
_Am_XO3 ; AmO3 ; Am ; 6 ; 1 ; 3 ; 3.23875532 ; -1.08029154 ; -1.08029153 ; -1.08029162 
