#element,configuration,UUID
Ne,X/FCC,bf7f0adc-9f6d-422f-88fe-3da2dad9ca7b
Ne,X/SC,c8c17869-b674-4011-b106-5715c4de85d6
Ni,X/BCC,5484ed7d-b402-4cce-b668-0b41b55937bc
Ni,X/Diamond,bff8221f-f5be-462d-a6f8-0e68498c190d
Ni,X/FCC,d2b0a153-47b2-4cdc-a38a-967d78072ad1
Ni,X/SC,14d55eb2-ebb2-4335-b663-58fe5c712f4b
No,X/BCC,8230c904-2ac1-4d95-b544-94ea3d2011f6
No,X/Diamond,da6830d5-27f1-4854-9a55-26ad413c1368
No,X/FCC,290a12a1-f3fe-46cb-b5d7-d1e4e91f442e
No,X/SC,7edbb47c-a8e8-4245-8014-029fa890a693
Np,X/BCC,53442379-136a-4cb5-bcfe-95097a1eed6b
Np,X/Diamond,f68ab7cf-0375-4462-b70d-56bf95654596
Np,X/FCC,580ba81b-99fa-43e9-a254-b805442777f6
Np,X/SC,238f667f-323a-42ea-92f5-907d48546260
O,X/BCC,4a0254a7-8f42-4017-8e27-7e38b051ab24
O,X/Diamond,374a80ad-c9e7-4bbc-b383-fa0b93e28851
O,X/FCC,a2dfa550-254f-4dfb-bc63-42ed0af9781c
O,X/SC,7766442d-1b37-43c4-bfb8-2444e96d4519
Os,X/BCC,90ecd026-076a-477c-b8c5-42e029e16f70
Os,X/Diamond,ae138605-55e5-41ef-a83e-fdf2b7f4c71e
Os,X/FCC,4e512685-8ecf-4c29-b396-5ba8c403acb9
Os,X/SC,3e8cc6f2-c277-4824-ad68-0bb303a2e5c3
P,X/BCC,b37d79a3-f218-47ae-a110-22de814404f5
P,X/Diamond,ca1d1ae0-4abc-4dbd-b5aa-3fa7c18208c6
P,X/FCC,f82d2586-d7b3-40cf-afcb-e25c535be785
P,X/SC,ba64611c-5816-4116-9c9a-c08e488d515e
Pa,X/BCC,68b08229-b32c-4ccb-a707-4a50dc48c7d3
Pa,X/Diamond,7459c977-c994-49d1-802a-eb56372a327b
Pa,X/FCC,a1ed08c9-8c81-4817-b33a-7ccb1d435619
Pa,X/SC,2079a2d9-a35c-48d6-bb21-e8c756f117d7
Pb,X/BCC,0ec43ca5-e061-4f80-83e1-5fc9c5d8d57e
Pb,X/Diamond,92102b7b-b6c7-4f7e-b8d7-d317f7a3d846
Pb,X/FCC,e29933f7-9147-4479-8c90-9adddf27f36b
Pb,X/SC,f6c005a0-3a45-441f-87de-879bc5bb76a4
Pd,X/BCC,60d5633e-7b20-4cc1-91a2-371d3473bf7e
Pd,X/Diamond,f85e8055-5a3d-435b-837d-d01d38a346e7
Pd,X/FCC,c5dc197d-bdee-4f32-a2e9-b161ff8eb7e5
Pd,X/SC,8a32c96b-f575-4aab-a891-441ea569fd7e
Pm,X/BCC,2cbac9ed-7522-4efd-ad2d-6a3e95b4280e
Pm,X/Diamond,bd386247-7718-4239-8443-c12f45aa8e4a
Pm,X/FCC,cd565bc5-bdd2-4ccd-950a-ebb597a2a28a
Pm,X/SC,e5b16a50-40cd-4200-a1e5-1ec15b882a0a
Po,X/BCC,9da2a39e-5a03-437e-b911-707b5bb30d4b
Po,X/Diamond,36c96e7b-19a4-49ed-b149-b4ed627162fe
Po,X/FCC,17f48645-5032-438d-9fd6-fa857a861921
Po,X/SC,05f88f21-f744-45dc-ac72-c2dbc5242469
Pr,X/BCC,333fc0ef-3f43-4bf4-b415-81a2adcf5b3f
Pr,X/Diamond,6d05d5f5-d184-45c3-af1f-3057de388b0a
Pr,X/FCC,7cae5912-add6-4ffb-a18e-0341ba75bd46
Pr,X/SC,d7892e43-ccee-40e9-83b9-050d711d1346
