#element,configuration,UUID
Br,X2O5,06932a4a-96b9-4d1c-8a7a-ae81eb10f7cc
Br,XO,4b0d090f-3e2f-4aa8-ad56-7e027ad200be
Br,XO2,c2a63c75-bb1f-45bf-b8f0-2e8a8db82c97
Br,XO3,7c937ec2-016e-4a4a-b64e-cd9726066e9a
C,X2O,7906e4b0-bcf3-4ac6-86a7-68ac6415dd1d
C,X2O3,3d8dcac4-1379-4c63-a900-a4a2387b5e54
C,X2O5,9dab4ebc-b33e-4570-8dd6-53018d1ac86c
C,XO,d7b3231b-4611-47dc-8c30-2b19ac413b20
C,XO2,f84db11a-a279-47a9-a5e4-b05cd98d3481
C,XO3,69d74f5f-5542-4c6b-b199-dfb64dc09b92
Ca,X2O,61fc2af3-b98d-4850-9104-dbaf4644e7d1
Ca,X2O3,a687b523-269f-445f-8275-de3623a3aefb
Ca,X2O5,258ab43e-8e2b-4f11-872a-2fd98bfbf847
Ca,XO,f63d6c10-6f06-4b2d-addf-5f6ee41d2873
Ca,XO2,6581eeb5-c030-4aba-b663-81a5071d40e4
Ca,XO3,789eed9f-9620-4dc1-9f80-a1489d495e1c
Cd,X2O,93e0699d-59cd-4417-a787-0bd42db257cb
Cd,X2O3,ff153ef9-f718-4a6f-a893-c0763eace998
Cd,X2O5,800c938b-a0ae-42b7-818d-0f6cb43303d8
Cd,XO,348e8a13-af8d-4caf-8e78-b01c66f3ad4b
Cd,XO2,06d71f3e-f5ff-493d-a966-5d94fd664788
Cd,XO3,6e97eeb1-a953-4257-9532-31a84966dc12
Ce,X2O,9098e3ca-be0c-490b-ac1c-6b839aebbfdc
Ce,X2O3,732f4fc7-d917-403f-801e-4505f5356bfa
Ce,X2O5,32927d13-c0b0-440f-b5c8-eea9966d4d04
Ce,XO,1b93f5bd-1cbb-4bc9-8345-8f3f328848cd
Ce,XO2,c04ac89c-3f3d-4817-a971-8a22508f069a
Ce,XO3,e7d7378d-e24a-4fa3-a25e-55176bbd6ecc
Cf,X2O,d757414f-f971-4568-a3bc-be9ebb04ae43
Cf,X2O3,e00c0ed5-7b78-484e-a7a8-d3577f570a2b
Cf,X2O5,624904f1-9212-4471-be85-7dd64e9a508d
Cf,XO,72578b13-56ec-4c0b-90d1-c6aa8bdc5158
Cf,XO2,c5c3de73-9440-4d20-a99f-623787fba0c9
Cf,XO3,bee22cd9-e435-4d1e-9642-8fbaa8b46a63
Cl,X2O,806d111f-cfce-46d7-b8f3-5e5b1f3d9178
Cl,X2O3,680a8d44-8cae-4e4e-9987-f70fc97831ad
Cl,X2O5,e3bd60f8-5fe1-414a-b79a-c1e8a250e05a
Cl,XO,c5f00ec5-e3a3-423e-9918-9c1facf7f023
Cl,XO2,1797db70-e158-4b78-af65-7aeb1dfdbfa3
Cl,XO3,193475f2-96b1-4ec5-812d-00f4b2816d75
Cm,X2O,99beb21c-4b9d-43ea-bdfc-f9fabe17e045
Cm,X2O3,ec10d1aa-9d1f-4f80-ba9b-40aa7266bcd7
Cm,X2O5,a653e308-03e6-49b6-b8bc-9b737500b912
Cm,XO,5a5b26bc-aa7f-4135-9301-d4974fe43b41
Cm,XO2,40ad0991-e7dc-40c1-9618-13c1d5d25fd9
Cm,XO3,48e78392-87d4-4bda-a403-51b24d2f072f
Co,X2O,76e48ec4-84a7-435d-9a2b-04dbba919775
Co,X2O3,fc788156-4702-4587-9e61-a2762075bb50
Co,X2O5,237a4875-69dd-45df-a4f7-353d67faa8f9
Co,XO,0f63d8c5-f809-48b0-ba1a-9694ed10a74f
Co,XO2,c2d2203a-3373-4ac7-b8b5-fc51d7f5ab85
Co,XO3,fe22895e-3e43-4621-a7f7-a8b527b3b608
Cr,X2O,5b36e0f0-4531-4b30-8be6-876fecce9b6f
Cr,X2O3,4f197b5b-ffdc-4d62-9185-933d1b054071
Cr,X2O5,6ae43ffc-5b15-49f4-9b8e-7e8afc6b63b2
Cr,XO,ed34b0bf-813e-4a91-85ac-586501c04729
Cr,XO2,5abac111-e0df-4597-8765-67be86d85793
Cr,XO3,4997ccd2-6ce2-49f7-b726-4bf2167448b7
Cs,X2O,b6cea305-d3bd-4804-b67b-4c86a68fe82b
Cs,X2O3,deeb43bf-d2ab-4fa9-9174-aaba366aec10
Cs,X2O5,c70009c6-2e5c-44dd-ac4b-9e27ab4a33c5
Cs,XO,3c325b81-b7f8-4f85-976d-c79532923fcf
Cs,XO2,b6235fdc-ffbb-454b-bc6d-6c84ee080bb0
Cs,XO3,227f2346-9aeb-44ac-874f-d7d7a1acdf7d
Cu,X2O,b597a04e-6158-4009-974f-18e309424d9d
Cu,X2O3,0b5814e1-5652-4a2b-91c9-a64edec39d93
Cu,X2O5,d6a77c52-9435-4340-a02d-26d49b27193a
Cu,XO,0139830c-fa93-421f-bc01-7104c783506c
Cu,XO2,7b6f2469-bd88-43a9-b9d6-03c54355ecb4
Cu,XO3,4f57d5f7-e2a8-4441-b866-084c92ef3b75
