#element,configuration,UUID
Pb,X/FCC,9e4858a0-416a-4129-a39a-6724a5958472
Pb,X/SC,440bc241-60fc-49cf-943b-0f7cdd2789d4
Pd,X/BCC,ddb10824-05f1-4852-8c55-4683ddab951f
Pd,X/Diamond,e1bad323-f566-4fa0-a651-b2f708b41874
Pd,X/FCC,9d3755df-e63f-4829-9c0f-f9063c5fb909
Pd,X/SC,4516b208-266e-4d4d-bead-86043adbae28
Po,X/BCC,af8dbfdd-275e-4cbf-a30b-eb4def0310fd
Po,X/Diamond,0e492ae4-7fe0-47ce-8fd5-54f64c37a632
Po,X/FCC,1fcb3740-72a9-4a4f-94a1-42788db129cf
Po,X/SC,713dad2f-f710-4bc2-bd87-af2f28b94f91
Pt,X/BCC,246e9c0f-1904-47fc-b097-762966620005
Pt,X/Diamond,39550251-8b20-49cd-989f-622c6c9f2d19
Pt,X/FCC,676fbecd-8208-4014-adc0-3de1dd53c0f2
Pt,X/SC,619131a4-cc8f-4efe-b4fd-b4ce87cf8f3b
Ra,X/BCC,a25bf811-3623-4484-b10a-cdc2ae308c22
Ra,X/Diamond,b8355327-4459-4fb4-8c0d-a0c38add5af5
Ra,X/FCC,375347e2-2df9-40fe-8266-70d7e7e35328
Ra,X/SC,66aae408-fea8-4bf3-a4dd-3d9a155daff3
Rb,X/BCC,6c147039-2b07-41a2-847c-29bdb77a13eb
Rb,X/Diamond,9d104f91-eab6-409f-b86e-c05c2f5c1b7f
Rb,X/FCC,34e9b88f-19af-4c36-a37e-1cb25fdd70c8
Rb,X/SC,ccc1deea-215c-44ec-82a1-25ff6f8fbaf4
Re,X/BCC,26626079-665b-46c8-a002-51d883893ada
Re,X/Diamond,6822fd8b-fcb7-4556-93b3-e29c51bb4f87
Re,X/FCC,e3b24635-02ca-4f9a-80c6-54ad0e26f67e
Re,X/SC,213ab196-f167-4ddb-a0a1-af5b6cea2c85
Rh,X/BCC,fabecde5-6b82-4688-a19e-26c2e368ab8a
Rh,X/Diamond,5a9344b6-12c7-455d-a165-457231d46d4d
Rh,X/FCC,3187bcfa-2625-4f4e-92d9-35b905d54042
Rh,X/SC,7ec1ea19-4371-4fb6-8e3b-f4f4639a1d2c
Ru,X/BCC,09e4565c-3a1c-4f68-b321-551b7b2a967f
Ru,X/Diamond,4727f4d3-7c96-46be-ba50-43aa716f8be0
Ru,X/FCC,8917cea1-c564-43f1-87af-32190b263ad4
Ru,X/SC,b2bc1b38-2414-4bdd-8277-14a24d95e43b
S,X/BCC,af1aed56-bbd3-4dcc-aaac-974a178116cc
S,X/Diamond,56214d35-7c00-49ac-bbb4-64d410e9e227
S,X/FCC,f67d2623-11d3-467c-9509-e8c380103351
S,X/SC,41cc5a0c-f346-4e85-b1a1-9826ba4a0295
Sb,X/BCC,901eb43a-ea06-4c0d-b810-14f530e70ea5
Sb,X/Diamond,7ac2d1c2-742c-4187-ae52-198a06671c80
Sb,X/FCC,a4040b35-2e2f-4ec8-a961-6971bc82b0e1
Sb,X/SC,86abeb65-51df-400c-a956-b4e93acc03ee
Sc,X/BCC,580a837c-bec2-4dc0-ae68-6eec4a8d328a
Sc,X/Diamond,71c7bd08-3827-4f5a-aaac-981d07ab684a
Sc,X/FCC,501da056-ce9b-4f8f-991e-a015fcef5b34
Sc,X/SC,df0ba130-11ba-452c-b6cc-2b80f034adcd
Se,X/BCC,c2af07dd-2423-4105-af59-9d40853dff01
Se,X/Diamond,56877139-e66a-4ab3-b853-12d6f84cded5
Se,X/FCC,ac1ef787-19cc-4ec1-8fc5-4ca3746eecf4
Se,X/SC,da5ef24d-6d7c-41bd-84c2-79cd8e0ea393
Si,X/BCC,ba9b02bf-f57d-4ec1-8ede-e86b7ba497f7
