#element,configuration,UUID
Fe,X/Diamond,8c6b6f17-5182-4a2c-90b4-5530f58e7e8a
Fe,X/FCC,15389888-83bb-4e59-9a50-a85ae3279734
Fe,X/SC,3e617aee-94f8-46fa-91fd-c192f70237d7
Fr,X/BCC,4d57fb18-d455-48e7-9368-2880f4a95b71
Fr,X/Diamond,b83a018e-30d3-4813-b447-b50d0b1b2f81
Fr,X/FCC,78e72489-541a-46d3-beb9-b260c4edccc9
Fr,X/SC,ee90e2af-ce18-4c4a-860e-e03d028d5135
Ga,X/BCC,e0c6f89c-ece2-49ee-8433-594dd3513ba0
Ga,X/Diamond,cbe40351-8261-413e-9706-40228f10e8b4
Ga,X/FCC,86ad6d02-d1d0-4a28-8c69-368cdb345d75
Ga,X/SC,4ee32297-f628-4fb2-97f9-6a7686ddecad
Ge,X/BCC,38d0ba0c-28b9-4188-837d-01d5f503378f
Ge,X/Diamond,657a1358-00df-4375-abee-26da50191e22
Ge,X/FCC,764586e8-dd77-4ac0-bb87-17b43110391f
Ge,X/SC,3d3aea70-d879-4725-a60f-45f43442ff61
H,X/BCC,dec55977-f56d-4d64-9d45-4eb92801d43a
H,X/Diamond,9eb2c593-9ad2-429c-813e-55aea393468a
H,X/FCC,d08d89a8-6a4b-4f52-97f5-675cf0ba8c6f
H,X/SC,bb5185a0-5e4d-44e8-b0d9-fc3e66ac8f0e
Hf,X/BCC,16481fcb-ef25-4d10-a480-97c5680976bf
Hf,X/Diamond,489cd48b-fc4a-4936-9c91-8e510b0a0789
Hf,X/FCC,37abb2fc-7d17-4b3f-9cb4-dadf60614cfe
Hf,X/SC,deb911ea-37a7-4840-9145-355dffc61f7c
Hg,X/BCC,d76bd8e4-3e29-47a3-a6f0-bb1365528989
Hg,X/Diamond,8e9d86c2-9a2f-4b90-9383-e4bda211ef49
Hg,X/FCC,41f22c13-5599-4555-a01d-f3ed73b29512
Hg,X/SC,175601f8-ad7e-4e36-9c9c-1746a8e31759
I,X/BCC,f81f7913-3b2e-4665-9f69-ced79be1ec13
I,X/Diamond,540c988e-b339-4346-9e0c-d034cc84ed11
I,X/FCC,08a15c02-a217-4763-ac82-9a7d7056e8b2
I,X/SC,6540aca0-2087-4ef9-8685-33305aaceace
In,X/BCC,88e80226-91b7-4eb4-8e29-4486a21f6526
In,X/Diamond,68b58667-59fd-4448-a7f9-7dfece080ac3
In,X/FCC,b1aa5def-1bee-4e8e-a8d0-e0305b0cf97e
In,X/SC,fcbe59a3-4f54-4a1e-955c-5100fbf70800
Ir,X/BCC,c88e110b-ea1a-438e-926a-32fc1e7d8f38
Ir,X/Diamond,d0791057-9a26-4ba5-ac42-0f7de7a883a4
Ir,X/FCC,a0830832-3d05-412f-b05e-7cc6abcee02c
Ir,X/SC,418327f4-4f93-4e1c-8bde-55095794c741
K,X/BCC,183b507e-ea73-481c-9cb0-65372666af68
K,X/Diamond,89c45498-c53e-41c4-906f-be0fb802249a
K,X/FCC,6b839daa-c84d-4f16-bc2c-a3bc0a38f8c2
K,X/SC,3e51671f-ee9d-4940-a2eb-2acfa603c0e3
Li,X/BCC,9524e78d-51c7-4491-85ef-ff95153b0383
Li,X/Diamond,11644681-b658-4ea7-932f-6a4856c13cf7
Li,X/FCC,c69332dd-e57c-4284-9cd5-899975d8fde7
Li,X/SC,16cbded5-086d-45c4-a6ba-8189ec667fa1
Mg,X/BCC,7da0ea7c-1782-48db-9681-1342c33ddcbb
Mg,X/Diamond,8038949b-d6a5-4351-8b40-63b16857eaca
Mg,X/FCC,db97f9ac-bb4f-4180-abdc-207c3ffaa67b
Mg,X/SC,6dea943e-7f24-4fec-9ae1-cbcdadc68c54
Mn,X/BCC,a54769e9-01b0-48be-8d75-57ba39310cc9
Mn,X/Diamond,a94888eb-1b3c-4982-9280-443802b98951
Mn,X/FCC,7a9cfa43-a9cc-47d7-b6f1-997b80852678
Mn,X/SC,3092d1f1-f5ca-40ad-9ddb-1045b7376dc0
Mo,X/BCC,6b280f60-4cd5-4e44-bf50-e978a353800a
Mo,X/Diamond,809dbc9b-b325-4741-b243-293e3fefa102
Mo,X/FCC,ad7c0964-a9b6-4ef5-b218-c7e9b2b09166
Mo,X/SC,10c8b03f-4b90-4fd3-b11d-5e50df3151fd
N,X/BCC,49313c5d-4027-4218-858b-644a6d917d99
N,X/Diamond,2efbaf76-d191-4656-9791-4466b7fcf775
N,X/FCC,e76e28f9-aaaf-4900-8a1d-21cc8ff6abe2
N,X/SC,0aec808a-7e14-4721-93ea-7b32f459a456
Na,X/BCC,c44b1e8d-6771-4555-8450-f2749b6b2dc4
Na,X/Diamond,74936c61-5898-4858-a1cb-d59d8fad1c10
Na,X/FCC,cc4ec875-16c5-4da9-a4c4-bda79bf85965
Na,X/SC,cd042623-f69d-41ea-906a-52d70dc90ed1
Nb,X/BCC,a157ecf9-7505-4ad4-a8b8-1b2ac031add3
Nb,X/Diamond,0df7ff39-eea5-4173-9046-f4148694b1c7
Nb,X/FCC,19d9c7a3-1e8d-46aa-8cb8-715bafdff5d6
Nb,X/SC,7d5a6db9-1570-47d9-92c4-1a3f73d3c679
Ni,X/BCC,2d4dc8f7-f82e-457f-b700-4f210a143094
Ni,X/Diamond,009e2948-81a9-4551-9e21-0618ae1d2e60
Ni,X/FCC,16e455b3-614c-4be8-823b-8d9bf3665914
Ni,X/SC,80e31ba5-e0ea-44cc-ac1c-4bedd629068c
O,X/BCC,361048c3-992a-4c09-aefd-4a0e8146b372
O,X/Diamond,846f9ea6-d975-48af-b70a-3734395c10e7
O,X/FCC,78305e43-96ae-46e0-b3f0-dd8a3fa92dc8
O,X/SC,7a3262f2-f370-4b44-afa1-a9268af0cd46
Os,X/BCC,59888f71-03c8-4280-83d9-2cacc88645a3
Os,X/Diamond,0ced3010-7005-46f3-9e5d-df2b64179247
Os,X/FCC,91d5b7e5-c22b-4998-a6ae-1dc7078b1f98
Os,X/SC,844f0217-1bbf-49d6-b993-2b626b97206a
P,X/BCC,d504ace6-d4f8-49b6-b538-6a631096837e
P,X/Diamond,864a04f6-980f-4ee3-9528-4d19276c8daf
P,X/FCC,6aebeb95-cd19-4fd5-b055-14a1de4fa049
P,X/SC,88ca3be3-da38-4402-bacb-cdc671fd4468
Pb,X/BCC,ec00ed2d-112e-408d-86d4-9e58291e73e8
Pb,X/Diamond,29c222e5-ad8b-41b3-b029-d50192e45704
Pb,X/FCC,908255b9-562a-414e-b7e7-07efe6c7ddbe
Pb,X/SC,782c778a-ae4c-45c2-9c7c-1d7b3aaf615c
Pd,X/BCC,f0b4701e-7b89-414b-bd3c-1631edb45ce9
Pd,X/Diamond,8da87529-71e5-4955-8c1b-d209fb0aa928
Pd,X/FCC,1705a964-29fb-4072-9a7c-f327ac10c621
Pd,X/SC,a0a08281-74f2-4ec8-a136-d7e32c35e704
Po,X/BCC,96b1e142-5ea8-41e7-aeb8-95a03c076377
Po,X/Diamond,0d41b95a-0f71-4e69-a83d-74e01f280b9e
Po,X/FCC,55a7e58b-8960-40bd-9e8e-60ffebff91f9
Po,X/SC,91efff7c-20ab-4351-ae5f-fda13afe5939
Pt,X/BCC,37291597-4c88-4f5d-9f1f-8caa6759fd5e
Pt,X/Diamond,5be12d97-5ce4-408f-b377-47539ca707e4
Pt,X/FCC,79a1bd45-0244-46ea-bcb8-773698d58538
Pt,X/SC,0bde42a2-b802-4fc5-b377-dc73f87b7be8
Ra,X/BCC,3f1083e1-9ca8-4c7e-8287-fcdc89324d8b
Ra,X/Diamond,d26f7d1d-c5b3-4a2a-bfda-191bdc0b3d4f
Ra,X/FCC,de1ba706-d209-42e6-9afb-131221609f86
Ra,X/SC,3efa91d5-29ed-4b21-892f-37170dd726c6
Rb,X/BCC,8fd8c347-52e0-4b5d-8961-872ef7d096b4
Rb,X/Diamond,9e0fed16-32c8-4150-acbe-84baa3fe6e5c
Rb,X/FCC,9db96cca-dcda-4b33-8fe9-998531a28ef7
Rb,X/SC,84f2935e-0fba-4609-a561-b6123e11a655
Re,X/BCC,fd0684a8-6f0a-48f4-9947-af23427aabf5
Re,X/Diamond,dcd4bce5-159f-492e-a95d-389994466333
Re,X/FCC,f06d6c9f-e48a-427f-b596-0d34a8996dc1
Re,X/SC,1124c7f0-f1e2-4d22-8e67-bb693427d2dc
Rh,X/BCC,8f7626b6-4f54-480d-8221-b106e9e391cb
Rh,X/Diamond,1c668354-a897-41e3-8ff3-260cf4b0e077
Rh,X/FCC,c1b8143a-6357-4d52-bfb9-1570a8d12bf3
Rh,X/SC,21718140-cbab-404d-a8d6-70b4bab1e937
Ru,X/BCC,314b4a3b-144f-4a35-9e29-a0fdfbed7342
Ru,X/Diamond,09ada130-ae7c-4f6d-b86d-6e319ffcb177
Ru,X/FCC,215fc909-165b-4924-8010-21c3659c6c46
Ru,X/SC,42beaa8e-3f54-4208-8f2a-2dbb0a0563d0
S,X/BCC,4fd1ea78-b32c-43b1-8be3-082b5cca942d
S,X/Diamond,962106dc-ae08-418b-8129-ba9e40d7979c
S,X/FCC,721d44df-c124-4674-9511-c0c16a37005b
S,X/SC,216065f0-bd50-42c8-b8b0-3067bc971416
Sb,X/BCC,b45aaab5-b47d-48aa-b302-3c9d5cd51a83
Sb,X/Diamond,d560a2bf-6b86-4aa1-9061-26dfa1a79340
Sb,X/FCC,c81e9f96-8791-4410-8ba0-b307803ecd0b
Sb,X/SC,1164b808-6a5c-4394-a000-9baab8324b4a
Sc,X/BCC,39151d8a-954e-4767-8491-673e9a05d7dd
Sc,X/Diamond,c7110d83-2fcd-463f-91df-6fb722bff321
Sc,X/FCC,58ef9d6b-9a21-443a-9350-3885607f2a1c
Sc,X/SC,cdbe18a9-1cfd-4aee-a61c-15d4b900920d
Se,X/BCC,aecabe18-2c15-4196-b955-344f64007140
Se,X/Diamond,470ca6b9-b8f3-4e81-affc-53c1378f1cbe
Se,X/FCC,e3236098-4117-487a-b389-161e325f14ab
Se,X/SC,723d1b03-e6ad-4bd9-913a-4ec7d0a1510b
Si,X/BCC,9db95c53-6445-479d-802a-ec210f79e1f8
Si,X/Diamond,ded96f17-6e63-421b-b56f-1b3b17ca1533
Si,X/FCC,b3a9a2a5-53bf-4565-a56f-7e40bbd567b7
Si,X/SC,7e3dc07c-1b63-4c5f-aec7-238d01d98b9e
Sn,X/BCC,0f932988-2f70-46f4-93b2-f815cca6aad1
Sn,X/Diamond,b199f0dd-7329-43e9-b7eb-fd0bee4fe09e
Sn,X/FCC,c814a307-6de2-4387-ae5e-12c1613b8199
Sn,X/SC,3054a399-7834-49f4-bebb-04d6395b7e88
Sr,X/BCC,da6fa781-973f-4d2b-89c9-ad67ace796bb
Sr,X/Diamond,9b59eb7e-451c-4fb5-a3b2-41f708456f8d
Sr,X/FCC,825ccc85-adf3-4e75-834d-2943eae66d27
Sr,X/SC,54706b4f-7fc5-45ad-82bb-09c4b0c4ae2f
Ta,X/BCC,d5e0d4d1-d904-4abf-9c53-636997fb1a85
Ta,X/Diamond,e7c56e02-d8d5-41ee-b828-0b9721fc91d8
Ta,X/FCC,4974f53d-a5bd-487e-8f57-92211dd24fe5
Ta,X/SC,c5b3fd37-19ca-4c7f-8cb2-066bad724efd
Tc,X/BCC,0962aab0-84c3-4efa-b9e4-6bb917185892
Tc,X/Diamond,429bf3b9-c5cc-4ca0-9e5b-694e196c8543
Tc,X/FCC,699f16ee-f675-4c2c-81d2-606ba7ed11b0
Tc,X/SC,26b94b5d-3179-4d1a-ab85-96706f37da95
Te,X/BCC,477f8c18-5501-4877-8046-fc15e2271449
Te,X/Diamond,406b62dc-eff0-4d52-8660-afc2caa5364e
Te,X/FCC,f5ca94d5-cdec-4a8e-9ff2-4c96ee5cfb95
Te,X/SC,1d701445-0401-4658-a82a-4921c4ed0147
Ti,X/BCC,b4eecda7-65cb-44d1-b2e2-769e0c9fdad0
Ti,X/Diamond,b803fd08-f5b0-48bd-adbb-5fc7a5ae56d3
Ti,X/FCC,c87d6dc1-ee4f-4fb3-9748-c979f953bb63
Ti,X/SC,25401d16-984b-4007-ba51-28e6367f5256
Tl,X/BCC,a6fbe83e-7da6-4a2e-844f-ea7f0774fef1
Tl,X/Diamond,a2c6e684-f0e3-4474-a07a-7d8d7b1699ad
Tl,X/FCC,c2309d85-0045-4134-891a-3f6270e2abad
Tl,X/SC,630c44c5-414c-4f31-85b4-0647f70652b9
V,X/BCC,8284c6f0-be4e-475e-9d6c-1582d7f6cb85
V,X/Diamond,4a771263-44b8-4c13-a21e-77f69498f478
V,X/FCC,33117840-cd00-4b0b-bb05-24e75fdaf551
V,X/SC,0996bb64-b16f-4898-a786-0beaaf5577f1
W,X/BCC,b56f503d-8d77-44d9-91f2-7fac797ea698
W,X/Diamond,983eebda-65f1-4ad4-8731-f4820a4b18c1
W,X/FCC,0bb84ce9-e370-4800-a71c-8a55d8dede7f
W,X/SC,e9fbdee5-b19d-4773-bf62-88c62f1af791
Y,X/BCC,36ad3b2f-ff9e-4dc9-8a9a-c7f631502bc2
Y,X/Diamond,c8b3b412-1a76-4a6c-a8d9-fd2ba30fc250
Y,X/FCC,9f3736fc-01a8-47e0-ac01-73b67aa49c08
Y,X/SC,1e39a3ef-229e-433d-b545-c7e4ac722b8e
Zn,X/BCC,54f3fb89-11d7-41f0-b034-c6f060df8ed4
Zn,X/Diamond,6f234c15-85d3-4b75-9c8a-f9262b70e865
Zn,X/FCC,96889b28-8150-49a4-a578-a7e8c2ce20cf
Zn,X/SC,7333c663-8add-42d6-ad6a-e428e46ccca0
Zr,X/BCC,a9f70859-f31c-4a6a-84b9-d95db9fe5a3a
Zr,X/Diamond,a41292bb-8b56-4b00-8783-636716c94769
Zr,X/FCC,401ca3f9-52c8-43a3-befb-6ff92cf89340
Zr,X/SC,1e46c441-0c3b-4b22-8ba8-e1c4e774d0bc
